,Date,Close
0,34556400.0,0.009799118079372858
1,34815600.0,0.009881430279274865
2,34902000.0,0.009873591572758453
3,34988400.0,0.009866732190102893
4,35074800.0,0.00994120499755022
5,35161200.0,0.010000000293973544
6,35506800.0,0.010013718961293485
7,35593200.0,0.009969622537971583
8,35679600.0,0.00993826536011759
9,35766000.0,0.009867711611954925
10,36025200.0,0.009767760901518865
11,36111600.0,0.009771680646741793
12,36198000.0,0.009861832337089663
13,36284400.0,0.009919647525722684
14,36370800.0,0.00993042586967173
15,36630000.0,0.009973542283194513
16,36716400.0,0.009979421460068595
17,36802800.0,0.010001959823615875
18,36889200.0,0.010071533463988242
19,36975600.0,0.010093091621754043
20,37234800.0,0.01021362106810387
21,37321200.0,0.010231259578637924
22,37407600.0,0.010204801469867714
23,37494000.0,0.010216560705536504
24,37580400.0,0.010240078392944635
25,37839600.0,0.010301812542871143
26,37926000.0,0.010343948848603625
27,38012400.0,0.010338069573738364
28,38098800.0,0.010375305928466439
29,38185200.0,0.010364526898579128
30,38444400.0,0.010325331014208721
31,38530800.0,0.01029985311121999
32,38617200.0,0.010259676335129838
33,38703600.0,0.010249877315041647
34,38790000.0,0.01029593336599706
35,39049200.0,0.010308671925526702
36,39135600.0,0.010332190298873103
37,39222000.0,0.010384125526702597
38,39308400.0,0.010420381773640373
39,39394800.0,0.010471337677609015
40,39654000.0,0.010501714649681528
41,39740400.0,0.010539931210191082
42,39826800.0,0.010588926800587947
43,39913200.0,0.01062028388045076
44,40258800.0,0.010668300146986772
45,40345200.0,0.010666339833414994
46,40431600.0,0.010688878196962275
47,40518000.0,0.010748652817246448
48,40604400.0,0.010775110142087213
49,40863600.0,0.010794708868201863
50,40950000.0,0.01073297393434591
51,41036400.0,0.01073199382655561
52,41122800.0,0.010778049779519844
53,41209200.0,0.010846643998040178
54,41468400.0,0.010889759627633513
55,41554800.0,0.010944635178833907
56,41641200.0,0.011011269279764821
57,41727600.0,0.011020088094071533
58,41814000.0,0.011004409897109262
59,42073200.0,0.010911317785399315
60,42159600.0,0.010952473983341501
61,42246000.0,0.010943655071043607
62,42332400.0,0.010882900342969133
63,42418800.0,0.010843704458598726
64,42678000.0,0.010793728760411563
65,42764400.0,0.010811367172954436
66,42850800.0,0.010815286918177364
67,42937200.0,0.010832925330720236
68,43023600.0,0.01085154316511514
69,43282800.0,0.010695737579617835
70,43369200.0,0.010622244194022539
71,43455600.0,0.010615384811366979
72,43542000.0,0.01065360127388535
73,43628400.0,0.010666339833414994
74,43884000.0,0.010624203625673689
75,43970400.0,0.010534051935325821
76,44056800.0,0.010536991572758453
77,44143200.0,0.010543850857422833
78,44229600.0,0.010607545320921119
79,44575200.0,0.010668300146986772
80,44661600.0,0.010735913571778541
81,44748000.0,0.010800588045075943
82,44834400.0,0.010843704458598726
83,45093600.0,0.01085350338069574
84,45180000.0,0.010780989416952476
85,45266400.0,0.010758451837334641
86,45352800.0,0.010784909162175404
87,45439200.0,0.010798627829495346
88,45698400.0,0.010736893679568838
89,45784800.0,0.010716315629593336
90,45871200.0,0.010724155022048017
91,45957600.0,0.010724155022048017
92,46044000.0,0.010598726506614406
93,46303200.0,0.010436060754532094
94,46389600.0,0.010337089465948066
95,46476000.0,0.01038608505634493
96,46562400.0,0.01042332219500245
97,46648800.0,0.010441940029397355
